"sector_de_actividad_económica","anio","vab_pb","provincia"
"Fabricación de maquinaria y aparatos eléctricos  n.c.p.","2008","1447616662.23065","Buenos Aires"
"Fabricación de equipos y aparatos de radio, televisión y comunicaciones","2008","91767641.08030","Buenos Aires"
"Fabricación de instrumentos médicos, ópticos y de precisión; fabricación de relojes","2008","628603078.16639","Buenos Aires"
"Fabricación de vehículos automotores, remolques y semirremolques","2008","3097527884.11331","Buenos Aires"
"Fabricación de equipo de transporte n.c.p.","2008","374561706.76201","Buenos Aires"
"Fabricación de muebles y colchones; industrias manufactureras n.c.p.","2008","1566095461.48255","Buenos Aires"
"Reciclamiento","2008","67976601.53074","Buenos Aires"
"Reparación, mantenimiento e instalación de maquinas y equipos","2008","414456397.49958","Buenos Aires"
"Generación captación y distribución de energía eléctrica","2008","1746601258.03930","Buenos Aires"
"Fabricación de gas ; distribución de combustibles gaseosos por tuberías","2008","1329306588.94094","Buenos Aires"
"Captación , depuración y distribución de agua","2008","382541447.36746","Buenos Aires"
"Construcción","2008","6239001081.36352","Buenos Aires"
"Comercio mayorista, minorista y reparaciones","2008","26995645251.47609","Buenos Aires"
"Hoteles; campamentos y otros tipos de hospedaje temporal","2008","422053217.70553","Buenos Aires"
"Restaurantes, bares y cantinas","2008","1971940180.06255","Buenos Aires"
"Transporte","2008","8848302083.18593","Buenos Aires"
"Comunicaciones","2008","5905921685.77039","Buenos Aires"
"Intermediación financiera y otros servicios financieros","2008","2516835424.65631","Buenos Aires"
"Servicios de seguros","2008","907136526.81289","Buenos Aires"
"Servicios auxiliares a la actividad financiera","2008","460540441.35533","Buenos Aires"
"Propiedad de la vivienda","2008","12058718937.01668","Buenos Aires"
"Resto","2008","7321984662.49921","Buenos Aires"
"Administración pública y defensa; Planes de seguridad social de afiliación obligatoria","2008","7083731050.64160","Buenos Aires"
"Enseñanza pública","2008","5056795921.01121","Buenos Aires"
"Enseñanza privada","2008","1703121679.37418","Buenos Aires"
"Salud pública","2008","1083341525.55999","Buenos Aires"
"Salud privada","2008","2913137681.42347","Buenos Aires"
"Eliminación de desperdicios y aguas residuales, saneamiento y servicios similares","2008","548015734.15451","Buenos Aires"
"Asociaciones","2008","1123340318.22678","Buenos Aires"
"Servicios culturales y deportivos. Otras actividades","2008","3460694774.27770","Buenos Aires"
"Servicio doméstico","2008","1204974637.29012","Buenos Aires"
"Agricultura, ganaderia, caza y servicios conexos","2009","9820738861.30730","Buenos Aires"
"Silvicultura, extracción de madera y servicios conexos","2009","24517735.35676","Buenos Aires"
"Pesca","2009","543824604.41020","Buenos Aires"
"Extracción de carbón y lignito; extracción de turba. Extracción de petróleo crudo y gas natural; actividades de servicios relacionadas con la extracción de petróleo y gas, excepto las actividades de prospección.","2009","83959001.22900","Buenos Aires"
"Extracción de minerales metalíferos. Explotación de  minas y canteras n.c.p.","2009","382908158.91469","Buenos Aires"
"Elaboración de productos alimenticios y bebidas","2009","11585342019.45899","Buenos Aires"
"Elaboración de productos de tabaco","2009","333689704.73680","Buenos Aires"
"Fabricación de productos textiles","2009","1315125044.44147","Buenos Aires"
"Fabricación de prendas de vestir; terminación y teñido de pieles","2009","2515428702.76236","Buenos Aires"
"Curtido y terminación de cueros; fabricación de artículos de marroquinería, talabartería y calzado y de sus partes","2009","1166031078.06464","Buenos Aires"
"Producción de madera y fabricación de productos de madera y corcho, excepto muebles; fabricación de artículos de paja y de materiales trenzables","2009","629905256.05341","Buenos Aires"
"Fabricación de papel y de  productos de papel","2009","1705891163.85558","Buenos Aires"
"Edición e impresión; reproducción de grabaciones","2009","1188331026.37544","Buenos Aires"
"Fabricación de coque, productos de la refinación del petróleo y combustible nuclear","2009","2039813267.62829","Buenos Aires"
"Fabricación de sustancias y productos químicos","2009","9036776986.41531","Buenos Aires"
"Fabricación de productos de caucho y plástico","2009","2923315153.04989","Buenos Aires"
"Fabricación de productos minerales no metálicos","2009","2470966707.19832","Buenos Aires"
"Fabricación de metales comunes","2009","4730159624.39997","Buenos Aires"
"Fabricación de productos elaborados de metal, excepto maquinaria y equipo","2009","2505237505.33393","Buenos Aires"
"Fabricación de maquinaria y equipo n.c.p.","2009","2361102490.98997","Buenos Aires"
"Fabricación de maquinaria de oficina, contabilidad e informática","2009","53874374.96014","Buenos Aires"
"Fabricación de maquinaria y aparatos eléctricos  n.c.p.","2009","1202710882.73803","Buenos Aires"
"Fabricación de equipos y aparatos de radio, televisión y comunicaciones","2009","67290056.26032","Buenos Aires"
"Fabricación de instrumentos médicos, ópticos y de precisión; fabricación de relojes","2009","618284113.02886","Buenos Aires"
"Fabricación de vehículos automotores, remolques y semirremolques","2009","2569797953.52917","Buenos Aires"
"Fabricación de equipo de transporte n.c.p.","2009","301724042.32613","Buenos Aires"
"Fabricación de muebles y colchones; industrias manufactureras n.c.p.","2009","1376744199.14816","Buenos Aires"
"Reciclamiento","2009","63669053.04369","Buenos Aires"
"Reparación, mantenimiento e instalación de maquinas y equipos","2009","343745072.42788","Buenos Aires"
"Generación captación y distribución de energía eléctrica","2009","1623617612.06569","Buenos Aires"
"Fabricación de gas ; distribución de combustibles gaseosos por tuberías","2009","1272641048.83086","Buenos Aires"
"Captación , depuración y distribución de agua","2009","376177822.67909","Buenos Aires"
"Construcción","2009","5604931086.30900","Buenos Aires"
"Comercio mayorista, minorista y reparaciones","2009","24737254314.46275","Buenos Aires"
"Hoteles; campamentos y otros tipos de hospedaje temporal","2009","354021028.82885","Buenos Aires"
"Restaurantes, bares y cantinas","2009","1989677395.87538","Buenos Aires"
"Transporte","2009","8220474401.62998","Buenos Aires"
"Comunicaciones","2009","6488931317.45798","Buenos Aires"
"Intermediación financiera y otros servicios financieros","2009","2467141454.52801","Buenos Aires"
"Servicios de seguros","2009","854355222.92711","Buenos Aires"
"Servicios auxiliares a la actividad financiera","2009","487948308.14820","Buenos Aires"
"Propiedad de la vivienda","2009","12333224477.49100","Buenos Aires"
"Resto","2009","6711898763.63295","Buenos Aires"
"Administración pública y defensa; Planes de seguridad social de afiliación obligatoria","2009","7288991042.83315","Buenos Aires"
"Enseñanza pública","2009","5334255373.99137","Buenos Aires"
"Enseñanza privada","2009","1750543170.21130","Buenos Aires"
"Salud pública","2009","1233333201.09688","Buenos Aires"
"Salud privada","2009","3175903864.12300","Buenos Aires"
"Eliminación de desperdicios y aguas residuales, saneamiento y servicios similares","2009","591238000.42367","Buenos Aires"
"Asociaciones","2009","1150069608.15671","Buenos Aires"
"Servicios culturales y deportivos. Otras actividades","2009","3413297995.11883","Buenos Aires"
"Servicio doméstico","2009","1234622844.83753","Buenos Aires"
"Agricultura, ganaderia, caza y servicios conexos","2010","15337361018.33059","Buenos Aires"
"Silvicultura, extracción de madera y servicios conexos","2010","26495566.14498","Buenos Aires"
"Pesca","2010","568627922.05602","Buenos Aires"
"Extracción de carbón y lignito; extracción de turba. Extracción de petróleo crudo y gas natural; actividades de servicios relacionadas con la extracción de petróleo y gas, excepto las actividades de prospección.","2010","84082034.10485","Buenos Aires"
"Extracción de minerales metalíferos. Explotación de  minas y canteras n.c.p.","2010","417479630.49027","Buenos Aires"
"Elaboración de productos alimenticios y bebidas","2010","11506057067.11325","Buenos Aires"
"Elaboración de productos de tabaco","2010","327657224.44563","Buenos Aires"
"Fabricación de productos textiles","2010","1556934536.36859","Buenos Aires"
"Fabricación de prendas de vestir; terminación y teñido de pieles","2010","2834111636.70415","Buenos Aires"
"Curtido y terminación de cueros; fabricación de artículos de marroquinería, talabartería y calzado y de sus partes","2010","1415397170.20099","Buenos Aires"
"Producción de madera y fabricación de productos de madera y corcho, excepto muebles; fabricación de artículos de paja y de materiales trenzables","2010","688244842.98781","Buenos Aires"
"Fabricación de papel y de  productos de papel","2010","1872285804.24232","Buenos Aires"
"Edición e impresión; reproducción de grabaciones","2010","1310067716.49958","Buenos Aires"
"Fabricación de coque, productos de la refinación del petróleo y combustible nuclear","2010","2074188629.75457","Buenos Aires"
"Fabricación de sustancias y productos químicos","2010","9767061304.13482","Buenos Aires"
"Fabricación de productos de caucho y plástico","2010","3396012931.28292","Buenos Aires"
"Fabricación de productos minerales no metálicos","2010","2721883888.66550","Buenos Aires"
"Fabricación de metales comunes","2010","5806435560.21447","Buenos Aires"
"Fabricación de productos elaborados de metal, excepto maquinaria y equipo","2010","2899152448.28008","Buenos Aires"
"Fabricación de maquinaria y equipo n.c.p.","2010","3208584103.97371","Buenos Aires"
"Fabricación de maquinaria de oficina, contabilidad e informática","2010","51006585.64058","Buenos Aires"
"Fabricación de maquinaria y aparatos eléctricos  n.c.p.","2010","1231383434.86498","Buenos Aires"
"Fabricación de equipos y aparatos de radio, televisión y comunicaciones","2010","165335842.08154","Buenos Aires"
"Fabricación de instrumentos médicos, ópticos y de precisión; fabricación de relojes","2010","600910467.92996","Buenos Aires"
"Fabricación de vehículos automotores, remolques y semirremolques","2010","3457482736.58717","Buenos Aires"
"Fabricación de equipo de transporte n.c.p.","2010","361247468.09948","Buenos Aires"
"Fabricación de muebles y colchones; industrias manufactureras n.c.p.","2010","1484354060.16607","Buenos Aires"
"Reciclamiento","2010","64353327.84319","Buenos Aires"
"Reparación, mantenimiento e instalación de maquinas y equipos","2010","403340980.01841","Buenos Aires"
"Generación captación y distribución de energía eléctrica","2010","1682995328.71751","Buenos Aires"
"Fabricación de gas ; distribución de combustibles gaseosos por tuberías","2010","1280239954.19329","Buenos Aires"
"Captación , depuración y distribución de agua","2010","376080414.76620","Buenos Aires"
"Construcción","2010","6192195496.59178","Buenos Aires"
"Comercio mayorista, minorista y reparaciones","2010","28354545907.85620","Buenos Aires"
"Hoteles; campamentos y otros tipos de hospedaje temporal","2010","415438329.89185","Buenos Aires"
"Restaurantes, bares y cantinas","2010","2182152980.46189","Buenos Aires"
"Transporte","2010","9227653645.17094","Buenos Aires"
"Comunicaciones","2010","7258790743.74376","Buenos Aires"
"Intermediación financiera y otros servicios financieros","2010","2480923484.79053","Buenos Aires"
"Servicios de seguros","2010","921520855.68556","Buenos Aires"
"Servicios auxiliares a la actividad financiera","2010","512009055.17399","Buenos Aires"
"Propiedad de la vivienda","2010","12676589130.97008","Buenos Aires"
"Resto","2010","7182494045.63768","Buenos Aires"
"Administración pública y defensa; Planes de seguridad social de afiliación obligatoria","2010","7425499324.55360","Buenos Aires"
"Enseñanza pública","2010","5285603436.77708","Buenos Aires"
"Enseñanza privada","2010","1803067353.07518","Buenos Aires"
"Salud pública","2010","1215662140.77932","Buenos Aires"
"Salud privada","2010","3299837301.96249","Buenos Aires"
"Eliminación de desperdicios y aguas residuales, saneamiento y servicios similares","2010","651712306.39579","Buenos Aires"
"Asociaciones","2010","1243437834.18978","Buenos Aires"
"Servicios culturales y deportivos. Otras actividades","2010","3593799949.21585","Buenos Aires"
"Servicio doméstico","2010","1241968368.84237","Buenos Aires"
"Agricultura, ganaderia, caza y servicios conexos","2011","15699489424.60537","Buenos Aires"
"Silvicultura, extracción de madera y servicios conexos","2011","32699754.05888","Buenos Aires"
"Pesca","2011","567490508.26639","Buenos Aires"
"Extracción de carbón y lignito; extracción de turba. Extracción de petróleo crudo y gas natural; actividades de servicios relacionadas con la extracción de petróleo y gas, excepto las actividades de prospección.","2011","94422871.70439","Buenos Aires"
"Extracción de minerales metalíferos. Explotación de  minas y canteras n.c.p.","2011","380389059.32705","Buenos Aires"
"Elaboración de productos alimenticios y bebidas","2011","11887230027.26195","Buenos Aires"
"Elaboración de productos de tabaco","2011","308664053.15537","Buenos Aires"
"Fabricación de productos textiles","2011","1567870521.84283","Buenos Aires"
"Fabricación de prendas de vestir; terminación y teñido de pieles","2011","3162226847.17774","Buenos Aires"
"Curtido y terminación de cueros; fabricación de artículos de marroquinería, talabartería y calzado y de sus partes","2011","1450489043.37095","Buenos Aires"
"Producción de madera y fabricación de productos de madera y corcho, excepto muebles; fabricación de artículos de paja y de materiales trenzables","2011","765810111.16613","Buenos Aires"
"Fabricación de papel y de  productos de papel","2011","1941819125.79842","Buenos Aires"
"Edición e impresión; reproducción de grabaciones","2011","1543701026.40569","Buenos Aires"
"Fabricación de coque, productos de la refinación del petróleo y combustible nuclear","2011","2031793324.54333","Buenos Aires"
"Fabricación de sustancias y productos químicos","2011","10434294561.96069","Buenos Aires"
"Fabricación de productos de caucho y plástico","2011","3616683914.62180","Buenos Aires"
"Fabricación de productos minerales no metálicos","2011","2960701122.06274","Buenos Aires"
"Fabricación de metales comunes","2011","6045554414.02794","Buenos Aires"
"Fabricación de productos elaborados de metal, excepto maquinaria y equipo","2011","3186480494.88524","Buenos Aires"
"Fabricación de maquinaria y equipo n.c.p.","2011","3835542306.53178","Buenos Aires"
"Fabricación de maquinaria de oficina, contabilidad e informática","2011","56935339.63218","Buenos Aires"
"Fabricación de maquinaria y aparatos eléctricos  n.c.p.","2011","1281761218.54241","Buenos Aires"
"Fabricación de equipos y aparatos de radio, televisión y comunicaciones","2011","219211796.36800","Buenos Aires"
"Fabricación de instrumentos médicos, ópticos y de precisión; fabricación de relojes","2011","529477052.54237","Buenos Aires"
"Fabricación de vehículos automotores, remolques y semirremolques","2011","3857097453.23519","Buenos Aires"
"Fabricación de equipo de transporte n.c.p.","2011","316302529.94023","Buenos Aires"
"Fabricación de muebles y colchones; industrias manufactureras n.c.p.","2011","1608343401.14380","Buenos Aires"
"Reciclamiento","2011","68791896.34025","Buenos Aires"
"Reparación, mantenimiento e instalación de maquinas y equipos","2011","480675816.34148","Buenos Aires"
"Generación captación y distribución de energía eléctrica","2011","1751059510.98225","Buenos Aires"
"Fabricación de gas ; distribución de combustibles gaseosos por tuberías","2011","1307216570.34635","Buenos Aires"
"Captación , depuración y distribución de agua","2011","395127700.09687","Buenos Aires"
"Construcción","2011","6656301274.44533","Buenos Aires"
"Comercio mayorista, minorista y reparaciones","2011","31335859116.75756","Buenos Aires"
"Hoteles; campamentos y otros tipos de hospedaje temporal","2011","410522852.73820","Buenos Aires"
"Restaurantes, bares y cantinas","2011","2353070755.86516","Buenos Aires"
"Transporte","2011","9751800167.20422","Buenos Aires"
"Comunicaciones","2011","8232285394.30749","Buenos Aires"
"Intermediación financiera y otros servicios financieros","2011","2777982827.53199","Buenos Aires"
"Servicios de seguros","2011","1028363630.99220","Buenos Aires"
"Servicios auxiliares a la actividad financiera","2011","588013525.23782","Buenos Aires"
"Propiedad de la vivienda","2011","12906286046.84629","Buenos Aires"
"Resto","2011","7642971925.59028","Buenos Aires"
"Administración pública y defensa; Planes de seguridad social de afiliación obligatoria","2011","7524703233.31426","Buenos Aires"
"Enseñanza pública","2011","5457927221.51366","Buenos Aires"
"Enseñanza privada","2011","1860670864.50695","Buenos Aires"
"Salud pública","2011","1169716435.93892","Buenos Aires"
"Salud privada","2011","3451716603.64889","Buenos Aires"
"Eliminación de desperdicios y aguas residuales, saneamiento y servicios similares","2011","697768834.08499","Buenos Aires"
"Asociaciones","2011","1285333215.68798","Buenos Aires"
"Servicios culturales y deportivos. Otras actividades","2011","3765611191.74692","Buenos Aires"
"Servicio doméstico","2011","1260806932.97975","Buenos Aires"
"Agricultura, ganaderia, caza y servicios conexos","2012","14433947075.93324","Buenos Aires"
"Silvicultura, extracción de madera y servicios conexos","2012","38731416.87889","Buenos Aires"
"Pesca","2012","537197720.90092","Buenos Aires"
"Extracción de carbón y lignito; extracción de turba. Extracción de petróleo crudo y gas natural; actividades de servicios relacionadas con la extracción de petróleo y gas, excepto las actividades de prospección.","2012","109032525.91032","Buenos Aires"
"Extracción de minerales metalíferos. Explotación de  minas y canteras n.c.p.","2012","374670385.87667","Buenos Aires"
"Elaboración de productos alimenticios y bebidas","2012","11917723126.96105","Buenos Aires"
"Elaboración de productos de tabaco","2012","319348940.56284","Buenos Aires"
"Fabricación de productos textiles","2012","1378337711.97001","Buenos Aires"
"Fabricación de prendas de vestir; terminación y teñido de pieles","2012","3057980438.61624","Buenos Aires"
"Curtido y terminación de cueros; fabricación de artículos de marroquinería, talabartería y calzado y de sus partes","2012","1359582599.89780","Buenos Aires"
"Producción de madera y fabricación de productos de madera y corcho, excepto muebles; fabricación de artículos de paja y de materiales trenzables","2012","729328468.43351","Buenos Aires"
"Fabricación de papel y de  productos de papel","2012","1884602460.70542","Buenos Aires"
"Edición e impresión; reproducción de grabaciones","2012","1419094955.76866","Buenos Aires"
"Fabricación de coque, productos de la refinación del petróleo y combustible nuclear","2012","2142700351.10931","Buenos Aires"
"Fabricación de sustancias y productos químicos","2012","10928294679.37579","Buenos Aires"
"Fabricación de productos de caucho y plástico","2012","3670476816.68631","Buenos Aires"
"Fabricación de productos minerales no metálicos","2012","2827686922.80194","Buenos Aires"
"Fabricación de metales comunes","2012","5712567218.51321","Buenos Aires"
"Fabricación de productos elaborados de metal, excepto maquinaria y equipo","2012","2920023819.28409","Buenos Aires"
"Fabricación de maquinaria y equipo n.c.p.","2012","3452616021.22984","Buenos Aires"
"Fabricación de maquinaria de oficina, contabilidad e informática","2012","54402035.95165","Buenos Aires"
"Fabricación de maquinaria y aparatos eléctricos  n.c.p.","2012","1134429587.39255","Buenos Aires"
"Fabricación de equipos y aparatos de radio, televisión y comunicaciones","2012","289829931.31971","Buenos Aires"
"Fabricación de instrumentos médicos, ópticos y de precisión; fabricación de relojes","2012","571440276.70368","Buenos Aires"
"Fabricación de vehículos automotores, remolques y semirremolques","2012","3642696474.44058","Buenos Aires"
"Fabricación de equipo de transporte n.c.p.","2012","229933249.29206","Buenos Aires"
"Fabricación de muebles y colchones; industrias manufactureras n.c.p.","2012","1595832087.31594","Buenos Aires"
"Reciclamiento","2012","67225896.89804","Buenos Aires"
"Reparación, mantenimiento e instalación de maquinas y equipos","2012","447281659.92804","Buenos Aires"
"Generación captación y distribución de energía eléctrica","2012","1859552288.62675","Buenos Aires"
"Fabricación de gas ; distribución de combustibles gaseosos por tuberías","2012","1318312994.52278","Buenos Aires"
"Captación , depuración y distribución de agua","2012","400854523.93033","Buenos Aires"
"Construcción","2012","6604717811.68322","Buenos Aires"
"Comercio mayorista, minorista y reparaciones","2012","30812641571.99158","Buenos Aires"
"Hoteles; campamentos y otros tipos de hospedaje temporal","2012","438114582.04382","Buenos Aires"
"Restaurantes, bares y cantinas","2012","2411640403.32643","Buenos Aires"
"Transporte","2012","9738777381.20176","Buenos Aires"
"Comunicaciones","2012","8844512565.52258","Buenos Aires"
"Intermediación financiera y otros servicios financieros","2012","3228691151.96642","Buenos Aires"
"Servicios de seguros","2012","1077804116.45421","Buenos Aires"
"Servicios auxiliares a la actividad financiera","2012","603214813.60298","Buenos Aires"
"Propiedad de la vivienda","2012","13212963814.47271","Buenos Aires"
"Resto","2012","7349362227.23168","Buenos Aires"
"Administración pública y defensa; Planes de seguridad social de afiliación obligatoria","2012","7812132137.64224","Buenos Aires"
"Enseñanza pública","2012","5567302559.47562","Buenos Aires"
"Enseñanza privada","2012","1924111784.84582","Buenos Aires"
"Salud pública","2012","1272244281.13385","Buenos Aires"
"Salud privada","2012","3598079644.04426","Buenos Aires"
"Eliminación de desperdicios y aguas residuales, saneamiento y servicios similares","2012","667535412.53349","Buenos Aires"
"Asociaciones","2012","1328618995.68118","Buenos Aires"
"Servicios culturales y deportivos. Otras actividades","2012","3946310638.56150","Buenos Aires"
"Servicio doméstico","2012","1321305659.86278","Buenos Aires"
"Agricultura, ganaderia, caza y servicios conexos","2013","15280923744.21860","Buenos Aires"
"Silvicultura, extracción de madera y servicios conexos","2013","39009057.86910","Buenos Aires"
"Pesca","2013","702966622.84115","Buenos Aires"
"Extracción de carbón y lignito; extracción de turba. Extracción de petróleo crudo y gas natural; actividades de servicios relacionadas con la extracción de petróleo y gas, excepto las actividades de prospección.","2013","113968616.58009","Buenos Aires"
"Extracción de minerales metalíferos. Explotación de  minas y canteras n.c.p.","2013","325818493.15906","Buenos Aires"
"Elaboración de productos alimenticios y bebidas","2013","11835506494.17329","Buenos Aires"
"Elaboración de productos de tabaco","2013","313262078.55883","Buenos Aires"
"Fabricación de productos textiles","2013","1312824991.92974","Buenos Aires"
"Fabricación de prendas de vestir; terminación y teñido de pieles","2013","3159043267.95521","Buenos Aires"
"Curtido y terminación de cueros; fabricación de artículos de marroquinería, talabartería y calzado y de sus partes","2013","1393106031.08299","Buenos Aires"
"Producción de madera y fabricación de productos de madera y corcho, excepto muebles; fabricación de artículos de paja y de materiales trenzables","2013","771072583.35310","Buenos Aires"
"Fabricación de papel y de  productos de papel","2013","1751368267.55517","Buenos Aires"
"Edición e impresión; reproducción de grabaciones","2013","1422078732.02196","Buenos Aires"
"Fabricación de coque, productos de la refinación del petróleo y combustible nuclear","2013","2211494260.39730","Buenos Aires"
"Fabricación de sustancias y productos químicos","2013","11570504561.52986","Buenos Aires"
"Fabricación de productos de caucho y plástico","2013","3763870004.11977","Buenos Aires"
"Fabricación de productos minerales no metálicos","2013","3043468130.04060","Buenos Aires"
"Fabricación de metales comunes","2013","5868083772.80089","Buenos Aires"
"Fabricación de productos elaborados de metal, excepto maquinaria y equipo","2013","2641535380.13556","Buenos Aires"
"Fabricación de maquinaria y equipo n.c.p.","2013","3479004365.51986","Buenos Aires"
"Fabricación de maquinaria de oficina, contabilidad e informática","2013","47000097.42482","Buenos Aires"
"Fabricación de maquinaria y aparatos eléctricos  n.c.p.","2013","1195034977.75532","Buenos Aires"
"Fabricación de equipos y aparatos de radio, televisión y comunicaciones","2013","329279949.83628","Buenos Aires"
"Fabricación de instrumentos médicos, ópticos y de precisión; fabricación de relojes","2013","527135052.71233","Buenos Aires"
"Fabricación de vehículos automotores, remolques y semirremolques","2013","3968311813.99934","Buenos Aires"
"Fabricación de equipo de transporte n.c.p.","2013","280061186.75441","Buenos Aires"
"Fabricación de muebles y colchones; industrias manufactureras n.c.p.","2013","1562153187.44495","Buenos Aires"
"Reciclamiento","2013","56480944.05160","Buenos Aires"
"Reparación, mantenimiento e instalación de maquinas y equipos","2013","451796118.10752","Buenos Aires"
"Generación captación y distribución de energía eléctrica","2013","1935619311.09563","Buenos Aires"
"Fabricación de gas ; distribución de combustibles gaseosos por tuberías","2013","1301409021.63137","Buenos Aires"
"Captación , depuración y distribución de agua","2013","418699401.03326","Buenos Aires"
"Construcción","2013","6511678782.88617","Buenos Aires"
"Comercio mayorista, minorista y reparaciones","2013","31640774035.06118","Buenos Aires"
"Hoteles; campamentos y otros tipos de hospedaje temporal","2013","383105984.49497","Buenos Aires"
"Restaurantes, bares y cantinas","2013","2417079086.09834","Buenos Aires"
"Transporte","2013","9861574913.26567","Buenos Aires"
"Comunicaciones","2013","9184776550.25277","Buenos Aires"
"Intermediación financiera y otros servicios financieros","2013","3347405586.95978","Buenos Aires"
"Servicios de seguros","2013","1120647615.79618","Buenos Aires"
"Servicios auxiliares a la actividad financiera","2013","632113792.06943","Buenos Aires"
"Propiedad de la vivienda","2013","13464458951.29632","Buenos Aires"
"Resto","2013","7279408495.76465","Buenos Aires"
"Administración pública y defensa; Planes de seguridad social de afiliación obligatoria","2013","7764659718.16167","Buenos Aires"
"Enseñanza pública","2013","5651697546.91967","Buenos Aires"
"Enseñanza privada","2013","1967834944.53240","Buenos Aires"
"Salud pública","2013","1192666766.71761","Buenos Aires"
"Salud privada","2013","3646332546.11274","Buenos Aires"
"Eliminación de desperdicios y aguas residuales, saneamiento y servicios similares","2013","600062837.36411","Buenos Aires"
"Asociaciones","2013","1367486719.20617","Buenos Aires"
"Servicios culturales y deportivos. Otras actividades","2013","3789932165.46635","Buenos Aires"
"Servicio doméstico","2013","1354468785.00698","Buenos Aires"
"Agricultura, ganaderia, caza y servicios conexos","2014","14050862515.77356","Buenos Aires"
"Silvicultura, extracción de madera y servicios conexos","2014","33286912.06855","Buenos Aires"
"Pesca","2014","679802700.84362","Buenos Aires"
"Extracción de carbón y lignito; extracción de turba. Extracción de petróleo crudo y gas natural; actividades de servicios relacionadas con la extracción de petróleo y gas, excepto las actividades de prospección.","2014","125681141.35111","Buenos Aires"
"Extracción de minerales metalíferos. Explotación de  minas y canteras n.c.p.","2014","352948091.43399","Buenos Aires"
"Elaboración de productos alimenticios y bebidas","2014","11832364703.64666","Buenos Aires"
"Elaboración de productos de tabaco","2014","290583197.61751","Buenos Aires"
"Fabricación de productos textiles","2014","1361945486.15395","Buenos Aires"
"Fabricación de prendas de vestir; terminación y teñido de pieles","2014","2841921743.11806","Buenos Aires"
"Curtido y terminación de cueros; fabricación de artículos de marroquinería, talabartería y calzado y de sus partes","2014","1348535727.30426","Buenos Aires"
"Producción de madera y fabricación de productos de madera y corcho, excepto muebles; fabricación de artículos de paja y de materiales trenzables","2014","650081112.91048","Buenos Aires"
"Fabricación de papel y de  productos de papel","2014","1747017070.53378","Buenos Aires"
"Edición e impresión; reproducción de grabaciones","2014","1220595074.28594","Buenos Aires"
"Fabricación de coque, productos de la refinación del petróleo y combustible nuclear","2014","2122988031.13606","Buenos Aires"
"Fabricación de sustancias y productos químicos","2014","11466626175.30931","Buenos Aires"
"Fabricación de productos de caucho y plástico","2014","3643727510.79514","Buenos Aires"
"Fabricación de productos minerales no metálicos","2014","2904166620.13610","Buenos Aires"
"Fabricación de metales comunes","2014","5804092419.85456","Buenos Aires"
"Fabricación de productos elaborados de metal, excepto maquinaria y equipo","2014","2181988269.06991","Buenos Aires"
"Fabricación de maquinaria y equipo n.c.p.","2014","3049219532.52068","Buenos Aires"
"Fabricación de maquinaria de oficina, contabilidad e informática","2014","54191854.38117","Buenos Aires"
"Fabricación de maquinaria y aparatos eléctricos  n.c.p.","2014","1246926202.78321","Buenos Aires"
"Fabricación de equipos y aparatos de radio, televisión y comunicaciones","2014","358579632.15237","Buenos Aires"
"Fabricación de instrumentos médicos, ópticos y de precisión; fabricación de relojes","2014","487668162.85711","Buenos Aires"
"Fabricación de vehículos automotores, remolques y semirremolques","2014","3148252498.56434","Buenos Aires"
"Fabricación de equipo de transporte n.c.p.","2014","192500642.58761","Buenos Aires"
"Fabricación de muebles y colchones; industrias manufactureras n.c.p.","2014","1464597795.58166","Buenos Aires"
"Reciclamiento","2014","58069200.02269","Buenos Aires"
"Reparación, mantenimiento e instalación de maquinas y equipos","2014","421718793.15480","Buenos Aires"
"Generación captación y distribución de energía eléctrica","2014","1915843432.94291","Buenos Aires"
"Fabricación de gas ; distribución de combustibles gaseosos por tuberías","2014","1315544621.72798","Buenos Aires"
"Captación , depuración y distribución de agua","2014","437288128.46629","Buenos Aires"
"Construcción","2014","6598109254.39270","Buenos Aires"
"Comercio mayorista, minorista y reparaciones","2014","29072184524.56067","Buenos Aires"
"Hoteles; campamentos y otros tipos de hospedaje temporal","2014","390281225.76005","Buenos Aires"
"Restaurantes, bares y cantinas","2014","2360292628.13233","Buenos Aires"
"Transporte","2014","9691796103.30143","Buenos Aires"
"Comunicaciones","2014","9331829512.43702","Buenos Aires"
"Intermediación financiera y otros servicios financieros","2014","3169952193.08560","Buenos Aires"
"Servicios de seguros","2014","1199650585.10283","Buenos Aires"
"Servicios auxiliares a la actividad financiera","2014","614416251.19515","Buenos Aires"
"Propiedad de la vivienda","2014","13721765442.75403","Buenos Aires"
"Resto","2014","7025682605.80658","Buenos Aires"
"Administración pública y defensa; Planes de seguridad social de afiliación obligatoria","2014","7998064465.23935","Buenos Aires"
"Enseñanza pública","2014","5556431359.17492","Buenos Aires"
"Enseñanza privada","2014","2001487850.44047","Buenos Aires"
"Salud pública","2014","1276010618.86028","Buenos Aires"
"Salud privada","2014","3640805483.75149","Buenos Aires"
"Eliminación de desperdicios y aguas residuales, saneamiento y servicios similares","2014","584421586.60716","Buenos Aires"
"Asociaciones","2014","1411350542.60809","Buenos Aires"
"Servicios culturales y deportivos. Otras actividades","2014","3560066975.14069","Buenos Aires"
"Servicio doméstico","2014","1361644604.41023","Buenos Aires"
