"sector_de_actividad_económica","anio","vab_pb","provincia"
"Extracción de minerales metalíferos. Explotación de  minas y canteras n.c.p.","2008","34281053.07818","Tierra del Fuego"
"Elaboración de productos alimenticios y bebidas","2008","12980423.27561","Tierra del Fuego"
"Elaboración de productos de tabaco","2008","0.00000","Tierra del Fuego"
"Fabricación de productos textiles","2008","88156283.81077","Tierra del Fuego"
"Fabricación de prendas de vestir; terminación y teñido de pieles","2008","39775420.67437","Tierra del Fuego"
"Curtido y terminación de cueros; fabricación de artículos de marroquinería, talabartería y calzado y de sus partes","2008","0.00000","Tierra del Fuego"
"Producción de madera y fabricación de productos de madera y corcho, excepto muebles; fabricación de artículos de paja y de materiales trenzables","2008","12688835.46498","Tierra del Fuego"
"Fabricación de papel y de  productos de papel","2008","1409520.82115","Tierra del Fuego"
"Edición e impresión; reproducción de grabaciones","2008","14684010.92836","Tierra del Fuego"
"Fabricación de coque, productos de la refinación del petróleo y combustible nuclear","2008","15205446.07882","Tierra del Fuego"
"Fabricación de sustancias y productos químicos","2008","22619197.87642","Tierra del Fuego"
"Fabricación de productos de caucho y plástico","2008","156931827.55729","Tierra del Fuego"
"Fabricación de productos minerales no metálicos","2008","1688694.56433","Tierra del Fuego"
"Fabricación de metales comunes","2008","0.00000","Tierra del Fuego"
"Fabricación de productos elaborados de metal, excepto maquinaria y equipo","2008","3540344.63972","Tierra del Fuego"
"Fabricación de maquinaria y equipo n.c.p.","2008","21260497.59670","Tierra del Fuego"
"Fabricación de maquinaria de oficina, contabilidad e informática","2008","3552736.61902","Tierra del Fuego"
"Fabricación de maquinaria y aparatos eléctricos  n.c.p.","2008","1828925.73273","Tierra del Fuego"
"Fabricación de equipos y aparatos de radio, televisión y comunicaciones","2008","197885029.26728","Tierra del Fuego"
"Fabricación de instrumentos médicos, ópticos y de precisión; fabricación de relojes","2008","14582597.17817","Tierra del Fuego"
"Fabricación de vehículos automotores, remolques y semirremolques","2008","142289061.18050","Tierra del Fuego"
"Fabricación de equipo de transporte n.c.p.","2008","482245.31147","Tierra del Fuego"
"Fabricación de muebles y colchones; industrias manufactureras n.c.p.","2008","2218378.52063","Tierra del Fuego"
"Reciclamiento","2008","509583.40200","Tierra del Fuego"
"Reparación, mantenimiento e instalación de maquinas y equipos","2008","715148.60353","Tierra del Fuego"
"Generación captación y distribución de energía eléctrica","2008","44271223.76534","Tierra del Fuego"
"Fabricación de gas ; distribución de combustibles gaseosos por tuberías","2008","10018888.16950","Tierra del Fuego"
"Captación , depuración y distribución de agua","2008","10218629.58052","Tierra del Fuego"
"Construcción","2008","161777853.39075","Tierra del Fuego"
"Comercio mayorista, minorista y reparaciones","2008","433419370.15733","Tierra del Fuego"
"Hoteles; campamentos y otros tipos de hospedaje temporal","2008","51593712.48012","Tierra del Fuego"
"Restaurantes, bares y cantinas","2008","84567796.93416","Tierra del Fuego"
"Transporte","2008","387732351.39556","Tierra del Fuego"
"Comunicaciones","2008","63413511.60803","Tierra del Fuego"
"Intermediación financiera y otros servicios financieros","2008","24668504.87083","Tierra del Fuego"
"Servicios de seguros","2008","8701618.40101","Tierra del Fuego"
"Servicios auxiliares a la actividad financiera","2008","6685446.25277","Tierra del Fuego"
"Propiedad de la vivienda","2008","123810333.81884","Tierra del Fuego"
"Resto","2008","185604822.09609","Tierra del Fuego"
"Administración pública y defensa; Planes de seguridad social de afiliación obligatoria","2008","328426491.75485","Tierra del Fuego"
"Enseñanza pública","2008","197633530.27649","Tierra del Fuego"
"Enseñanza privada","2008","128678053.41808","Tierra del Fuego"
"Salud pública","2008","65856305.90506","Tierra del Fuego"
"Salud privada","2008","31939615.62080","Tierra del Fuego"
"Eliminación de desperdicios y aguas residuales, saneamiento y servicios similares","2008","15015540.18644","Tierra del Fuego"
"Asociaciones","2008","5673352.96981","Tierra del Fuego"
"Servicios culturales y deportivos. Otras actividades","2008","34346901.90273","Tierra del Fuego"
"Servicio doméstico","2008","10643707.38442","Tierra del Fuego"
"Agricultura, ganaderia, caza y servicios conexos","2009","20622115.39636","Tierra del Fuego"
"Silvicultura, extracción de madera y servicios conexos","2009","0.00000","Tierra del Fuego"
"Pesca","2009","209177262.30705","Tierra del Fuego"
"Extracción de carbón y lignito; extracción de turba. Extracción de petróleo crudo y gas natural; actividades de servicios relacionadas con la extracción de petróleo y gas, excepto las actividades de prospección.","2009","766851778.63315","Tierra del Fuego"
"Extracción de minerales metalíferos. Explotación de  minas y canteras n.c.p.","2009","48658392.98449","Tierra del Fuego"
"Elaboración de productos alimenticios y bebidas","2009","13953684.23763","Tierra del Fuego"
"Elaboración de productos de tabaco","2009","0.00000","Tierra del Fuego"
"Fabricación de productos textiles","2009","80159841.57742","Tierra del Fuego"
"Fabricación de prendas de vestir; terminación y teñido de pieles","2009","39214990.36469","Tierra del Fuego"
"Curtido y terminación de cueros; fabricación de artículos de marroquinería, talabartería y calzado y de sus partes","2009","0.00000","Tierra del Fuego"
"Producción de madera y fabricación de productos de madera y corcho, excepto muebles; fabricación de artículos de paja y de materiales trenzables","2009","8608276.74182","Tierra del Fuego"
"Fabricación de papel y de  productos de papel","2009","1203249.18279","Tierra del Fuego"
"Edición e impresión; reproducción de grabaciones","2009","13313385.00882","Tierra del Fuego"
"Fabricación de coque, productos de la refinación del petróleo y combustible nuclear","2009","14397678.59859","Tierra del Fuego"
"Fabricación de sustancias y productos químicos","2009","18838883.85295","Tierra del Fuego"
"Fabricación de productos de caucho y plástico","2009","142855874.66070","Tierra del Fuego"
"Fabricación de productos minerales no metálicos","2009","1359399.80709","Tierra del Fuego"
"Fabricación de metales comunes","2009","0.00000","Tierra del Fuego"
"Fabricación de productos elaborados de metal, excepto maquinaria y equipo","2009","2547734.95251","Tierra del Fuego"
"Fabricación de maquinaria y equipo n.c.p.","2009","14151271.43242","Tierra del Fuego"
"Fabricación de maquinaria de oficina, contabilidad e informática","2009","4010399.58213","Tierra del Fuego"
"Fabricación de maquinaria y aparatos eléctricos  n.c.p.","2009","1334014.90014","Tierra del Fuego"
"Fabricación de equipos y aparatos de radio, televisión y comunicaciones","2009","128188767.42892","Tierra del Fuego"
"Fabricación de instrumentos médicos, ópticos y de precisión; fabricación de relojes","2009","13575682.15257","Tierra del Fuego"
"Fabricación de vehículos automotores, remolques y semirremolques","2009","80297142.55463","Tierra del Fuego"
"Fabricación de equipo de transporte n.c.p.","2009","340071.38526","Tierra del Fuego"
"Fabricación de muebles y colchones; industrias manufactureras n.c.p.","2009","1823088.43172","Tierra del Fuego"
"Reciclamiento","2009","462107.05444","Tierra del Fuego"
"Reparación, mantenimiento e instalación de maquinas y equipos","2009","538573.15539","Tierra del Fuego"
"Generación captación y distribución de energía eléctrica","2009","43488344.32744","Tierra del Fuego"
"Fabricación de gas ; distribución de combustibles gaseosos por tuberías","2009","10541618.38151","Tierra del Fuego"
"Captación , depuración y distribución de agua","2009","10333192.19335","Tierra del Fuego"
"Construcción","2009","129743056.63801","Tierra del Fuego"
"Comercio mayorista, minorista y reparaciones","2009","337037509.11096","Tierra del Fuego"
"Hoteles; campamentos y otros tipos de hospedaje temporal","2009","51680371.67118","Tierra del Fuego"
"Restaurantes, bares y cantinas","2009","78846348.02987","Tierra del Fuego"
"Transporte","2009","363464115.86067","Tierra del Fuego"
"Comunicaciones","2009","68410080.04636","Tierra del Fuego"
"Intermediación financiera y otros servicios financieros","2009","25941697.97811","Tierra del Fuego"
"Servicios de seguros","2009","5565888.50137","Tierra del Fuego"
"Servicios auxiliares a la actividad financiera","2009","6480477.72695","Tierra del Fuego"
"Propiedad de la vivienda","2009","128559698.87587","Tierra del Fuego"
"Resto","2009","147222994.07261","Tierra del Fuego"
"Administración pública y defensa; Planes de seguridad social de afiliación obligatoria","2009","308754705.22565","Tierra del Fuego"
"Enseñanza pública","2009","179476593.71570","Tierra del Fuego"
"Enseñanza privada","2009","128563119.86540","Tierra del Fuego"
"Salud pública","2009","75052030.79096","Tierra del Fuego"
"Salud privada","2009","35382368.04442","Tierra del Fuego"
"Eliminación de desperdicios y aguas residuales, saneamiento y servicios similares","2009","16392103.38298","Tierra del Fuego"
"Asociaciones","2009","6648525.75756","Tierra del Fuego"
"Servicios culturales y deportivos. Otras actividades","2009","34748630.69093","Tierra del Fuego"
"Servicio doméstico","2009","11071891.41502","Tierra del Fuego"
"Agricultura, ganaderia, caza y servicios conexos","2010","20935447.81978","Tierra del Fuego"
"Silvicultura, extracción de madera y servicios conexos","2010","0.00000","Tierra del Fuego"
"Pesca","2010","195238166.84449","Tierra del Fuego"
"Extracción de carbón y lignito; extracción de turba. Extracción de petróleo crudo y gas natural; actividades de servicios relacionadas con la extracción de petróleo y gas, excepto las actividades de prospección.","2010","705392651.74104","Tierra del Fuego"
"Extracción de minerales metalíferos. Explotación de  minas y canteras n.c.p.","2010","57785890.06144","Tierra del Fuego"
"Elaboración de productos alimenticios y bebidas","2010","13588739.15514","Tierra del Fuego"
"Elaboración de productos de tabaco","2010","0.00000","Tierra del Fuego"
"Fabricación de productos textiles","2010","93348104.61925","Tierra del Fuego"
"Fabricación de prendas de vestir; terminación y teñido de pieles","2010","47619176.28908","Tierra del Fuego"
"Curtido y terminación de cueros; fabricación de artículos de marroquinería, talabartería y calzado y de sus partes","2010","0.00000","Tierra del Fuego"
"Producción de madera y fabricación de productos de madera y corcho, excepto muebles; fabricación de artículos de paja y de materiales trenzables","2010","10019199.31121","Tierra del Fuego"
"Fabricación de papel y de  productos de papel","2010","1421556.20094","Tierra del Fuego"
"Edición e impresión; reproducción de grabaciones","2010","13926643.40932","Tierra del Fuego"
"Fabricación de coque, productos de la refinación del petróleo y combustible nuclear","2010","16794686.66679","Tierra del Fuego"
"Fabricación de sustancias y productos químicos","2010","21412270.64419","Tierra del Fuego"
"Fabricación de productos de caucho y plástico","2010","182867061.94723","Tierra del Fuego"
"Fabricación de productos minerales no metálicos","2010","1665275.23652","Tierra del Fuego"
"Fabricación de metales comunes","2010","0.00000","Tierra del Fuego"
"Fabricación de productos elaborados de metal, excepto maquinaria y equipo","2010","3224371.49324","Tierra del Fuego"
"Fabricación de maquinaria y equipo n.c.p.","2010","25220827.88811","Tierra del Fuego"
"Fabricación de maquinaria de oficina, contabilidad e informática","2010","2920502.61102","Tierra del Fuego"
"Fabricación de maquinaria y aparatos eléctricos  n.c.p.","2010","1362660.49827","Tierra del Fuego"
"Fabricación de equipos y aparatos de radio, televisión y comunicaciones","2010","605975539.14706","Tierra del Fuego"
"Fabricación de instrumentos médicos, ópticos y de precisión; fabricación de relojes","2010","13752355.55963","Tierra del Fuego"
"Fabricación de vehículos automotores, remolques y semirremolques","2010","116077755.58052","Tierra del Fuego"
"Fabricación de equipo de transporte n.c.p.","2010","489676.38864","Tierra del Fuego"
"Fabricación de muebles y colchones; industrias manufactureras n.c.p.","2010","2060392.25397","Tierra del Fuego"
"Reciclamiento","2010","544687.95390","Tierra del Fuego"
"Reparación, mantenimiento e instalación de maquinas y equipos","2010","770394.80265","Tierra del Fuego"
"Generación captación y distribución de energía eléctrica","2010","46988987.77799","Tierra del Fuego"
"Fabricación de gas ; distribución de combustibles gaseosos por tuberías","2010","11059993.70695","Tierra del Fuego"
"Captación , depuración y distribución de agua","2010","10271730.26192","Tierra del Fuego"
"Construcción","2010","139971667.82524","Tierra del Fuego"
"Comercio mayorista, minorista y reparaciones","2010","643431181.07768","Tierra del Fuego"
"Hoteles; campamentos y otros tipos de hospedaje temporal","2010","54153345.12853","Tierra del Fuego"
"Restaurantes, bares y cantinas","2010","89003901.29105","Tierra del Fuego"
"Transporte","2010","426619841.72200","Tierra del Fuego"
"Comunicaciones","2010","71205153.45180","Tierra del Fuego"
"Intermediación financiera y otros servicios financieros","2010","29350119.23632","Tierra del Fuego"
"Servicios de seguros","2010","6836227.44881","Tierra del Fuego"
"Servicios auxiliares a la actividad financiera","2010","6733929.03917","Tierra del Fuego"
"Propiedad de la vivienda","2010","134154587.01922","Tierra del Fuego"
"Resto","2010","173842402.91567","Tierra del Fuego"
"Administración pública y defensa; Planes de seguridad social de afiliación obligatoria","2010","310248912.01195","Tierra del Fuego"
"Enseñanza pública","2010","185235637.22958","Tierra del Fuego"
"Enseñanza privada","2010","136635607.01793","Tierra del Fuego"
"Salud pública","2010","68560012.03654","Tierra del Fuego"
"Salud privada","2010","38683287.01352","Tierra del Fuego"
"Eliminación de desperdicios y aguas residuales, saneamiento y servicios similares","2010","17899831.63723","Tierra del Fuego"
"Asociaciones","2010","7074605.22450","Tierra del Fuego"
"Servicios culturales y deportivos. Otras actividades","2010","36988998.21484","Tierra del Fuego"
"Servicio doméstico","2010","11307665.33056","Tierra del Fuego"
"Agricultura, ganaderia, caza y servicios conexos","2011","20277416.51287","Tierra del Fuego"
"Silvicultura, extracción de madera y servicios conexos","2011","0.00000","Tierra del Fuego"
"Pesca","2011","174164138.52460","Tierra del Fuego"
"Extracción de carbón y lignito; extracción de turba. Extracción de petróleo crudo y gas natural; actividades de servicios relacionadas con la extracción de petróleo y gas, excepto las actividades de prospección.","2011","631660686.11471","Tierra del Fuego"
"Extracción de minerales metalíferos. Explotación de  minas y canteras n.c.p.","2011","48468370.23226","Tierra del Fuego"
"Elaboración de productos alimenticios y bebidas","2011","14801438.42725","Tierra del Fuego"
"Elaboración de productos de tabaco","2011","0.00000","Tierra del Fuego"
"Fabricación de productos textiles","2011","94446388.97276","Tierra del Fuego"
"Fabricación de prendas de vestir; terminación y teñido de pieles","2011","56212991.52476","Tierra del Fuego"
"Curtido y terminación de cueros; fabricación de artículos de marroquinería, talabartería y calzado y de sus partes","2011","0.00000","Tierra del Fuego"
"Producción de madera y fabricación de productos de madera y corcho, excepto muebles; fabricación de artículos de paja y de materiales trenzables","2011","10999181.94511","Tierra del Fuego"
"Fabricación de papel y de  productos de papel","2011","1522475.78274","Tierra del Fuego"
"Edición e impresión; reproducción de grabaciones","2011","16815643.56052","Tierra del Fuego"
"Fabricación de coque, productos de la refinación del petróleo y combustible nuclear","2011","16742410.62546","Tierra del Fuego"
"Fabricación de sustancias y productos químicos","2011","27989773.25102","Tierra del Fuego"
"Fabricación de productos de caucho y plástico","2011","197656150.27855","Tierra del Fuego"
"Fabricación de productos minerales no metálicos","2011","1841203.70418","Tierra del Fuego"
"Fabricación de metales comunes","2011","0.00000","Tierra del Fuego"
"Fabricación de productos elaborados de metal, excepto maquinaria y equipo","2011","3568051.55784","Tierra del Fuego"
"Fabricación de maquinaria y equipo n.c.p.","2011","33876522.39950","Tierra del Fuego"
"Fabricación de maquinaria de oficina, contabilidad e informática","2011","2574006.94635","Tierra del Fuego"
"Fabricación de maquinaria y aparatos eléctricos  n.c.p.","2011","1356969.01971","Tierra del Fuego"
"Fabricación de equipos y aparatos de radio, televisión y comunicaciones","2011","1273080705.18196","Tierra del Fuego"
"Fabricación de instrumentos médicos, ópticos y de precisión; fabricación de relojes","2011","11504893.22795","Tierra del Fuego"
"Fabricación de vehículos automotores, remolques y semirremolques","2011","135298711.64979","Tierra del Fuego"
"Fabricación de equipo de transporte n.c.p.","2011","414901.53088","Tierra del Fuego"
"Fabricación de muebles y colchones; industrias manufactureras n.c.p.","2011","2324030.29691","Tierra del Fuego"
"Reciclamiento","2011","575585.03379","Tierra del Fuego"
"Reparación, mantenimiento e instalación de maquinas y equipos","2011","1021138.19709","Tierra del Fuego"
"Generación captación y distribución de energía eléctrica","2011","47884990.69748","Tierra del Fuego"
"Fabricación de gas ; distribución de combustibles gaseosos por tuberías","2011","11101531.77807","Tierra del Fuego"
"Captación , depuración y distribución de agua","2011","10627545.85964","Tierra del Fuego"
"Construcción","2011","153247380.47396","Tierra del Fuego"
"Comercio mayorista, minorista y reparaciones","2011","1046950154.15205","Tierra del Fuego"
"Hoteles; campamentos y otros tipos de hospedaje temporal","2011","47826946.83543","Tierra del Fuego"
"Restaurantes, bares y cantinas","2011","100664201.28319","Tierra del Fuego"
"Transporte","2011","454285105.54728","Tierra del Fuego"
"Comunicaciones","2011","76792345.19224","Tierra del Fuego"
"Intermediación financiera y otros servicios financieros","2011","36608097.12571","Tierra del Fuego"
"Servicios de seguros","2011","8174272.33335","Tierra del Fuego"
"Servicios auxiliares a la actividad financiera","2011","7913307.64315","Tierra del Fuego"
"Propiedad de la vivienda","2011","139113760.86448","Tierra del Fuego"
"Resto","2011","189564086.44571","Tierra del Fuego"
"Administración pública y defensa; Planes de seguridad social de afiliación obligatoria","2011","313393509.28870","Tierra del Fuego"
"Enseñanza pública","2011","200614141.55450","Tierra del Fuego"
"Enseñanza privada","2011","149229306.47965","Tierra del Fuego"
"Salud pública","2011","72935007.29420","Tierra del Fuego"
"Salud privada","2011","41816752.78665","Tierra del Fuego"
"Eliminación de desperdicios y aguas residuales, saneamiento y servicios similares","2011","19016767.52759","Tierra del Fuego"
"Asociaciones","2011","7508927.66669","Tierra del Fuego"
"Servicios culturales y deportivos. Otras actividades","2011","40188891.17526","Tierra del Fuego"
"Servicio doméstico","2011","11691673.86963","Tierra del Fuego"
"Agricultura, ganaderia, caza y servicios conexos","2012","18945726.93502","Tierra del Fuego"
"Silvicultura, extracción de madera y servicios conexos","2012","0.00000","Tierra del Fuego"
"Pesca","2012","187842765.36968","Tierra del Fuego"
"Extracción de carbón y lignito; extracción de turba. Extracción de petróleo crudo y gas natural; actividades de servicios relacionadas con la extracción de petróleo y gas, excepto las actividades de prospección.","2012","617487686.24922","Tierra del Fuego"
"Extracción de minerales metalíferos. Explotación de  minas y canteras n.c.p.","2012","47202741.74565","Tierra del Fuego"
"Elaboración de productos alimenticios y bebidas","2012","12664845.46101","Tierra del Fuego"
"Elaboración de productos de tabaco","2012","0.00000","Tierra del Fuego"
"Fabricación de productos textiles","2012","74350011.44771","Tierra del Fuego"
"Fabricación de prendas de vestir; terminación y teñido de pieles","2012","47266395.03023","Tierra del Fuego"
"Curtido y terminación de cueros; fabricación de artículos de marroquinería, talabartería y calzado y de sus partes","2012","0.00000","Tierra del Fuego"
"Producción de madera y fabricación de productos de madera y corcho, excepto muebles; fabricación de artículos de paja y de materiales trenzables","2012","10752280.21205","Tierra del Fuego"
"Fabricación de papel y de  productos de papel","2012","1409762.18133","Tierra del Fuego"
"Edición e impresión; reproducción de grabaciones","2012","15009172.81080","Tierra del Fuego"
"Fabricación de coque, productos de la refinación del petróleo y combustible nuclear","2012","17353335.82683","Tierra del Fuego"
"Fabricación de sustancias y productos químicos","2012","22457576.01695","Tierra del Fuego"
"Fabricación de productos de caucho y plástico","2012","181570143.04440","Tierra del Fuego"
"Fabricación de productos minerales no metálicos","2012","1705368.13454","Tierra del Fuego"
"Fabricación de metales comunes","2012","0.00000","Tierra del Fuego"
"Fabricación de productos elaborados de metal, excepto maquinaria y equipo","2012","3041316.64311","Tierra del Fuego"
"Fabricación de maquinaria y equipo n.c.p.","2012","26713006.42126","Tierra del Fuego"
"Fabricación de maquinaria de oficina, contabilidad e informática","2012","2119874.19275","Tierra del Fuego"
"Fabricación de maquinaria y aparatos eléctricos  n.c.p.","2012","1047398.51440","Tierra del Fuego"
"Fabricación de equipos y aparatos de radio, televisión y comunicaciones","2012","1579830332.84198","Tierra del Fuego"
"Fabricación de instrumentos médicos, ópticos y de precisión; fabricación de relojes","2012","12176930.02770","Tierra del Fuego"
"Fabricación de vehículos automotores, remolques y semirremolques","2012","110597696.97991","Tierra del Fuego"
"Fabricación de equipo de transporte n.c.p.","2012","239813.34230","Tierra del Fuego"
"Fabricación de muebles y colchones; industrias manufactureras n.c.p.","2012","2218132.10387","Tierra del Fuego"
"Reciclamiento","2012","506302.05843","Tierra del Fuego"
"Reparación, mantenimiento e instalación de maquinas y equipos","2012","837168.86103","Tierra del Fuego"
"Generación captación y distribución de energía eléctrica","2012","50485893.59103","Tierra del Fuego"
"Fabricación de gas ; distribución de combustibles gaseosos por tuberías","2012","12645344.84663","Tierra del Fuego"
"Captación , depuración y distribución de agua","2012","10832218.91186","Tierra del Fuego"
"Construcción","2012","170511263.36467","Tierra del Fuego"
"Comercio mayorista, minorista y reparaciones","2012","1170161825.01214","Tierra del Fuego"
"Hoteles; campamentos y otros tipos de hospedaje temporal","2012","48258586.28630","Tierra del Fuego"
"Restaurantes, bares y cantinas","2012","115343778.03788","Tierra del Fuego"
"Transporte","2012","453586480.67473","Tierra del Fuego"
"Comunicaciones","2012","84301166.70247","Tierra del Fuego"
"Intermediación financiera y otros servicios financieros","2012","39285246.62707","Tierra del Fuego"
"Servicios de seguros","2012","8367284.85925","Tierra del Fuego"
"Servicios auxiliares a la actividad financiera","2012","8210988.60458","Tierra del Fuego"
"Propiedad de la vivienda","2012","144990782.75189","Tierra del Fuego"
"Resto","2012","209567696.70346","Tierra del Fuego"
"Administración pública y defensa; Planes de seguridad social de afiliación obligatoria","2012","330756314.80130","Tierra del Fuego"
"Enseñanza pública","2012","207947319.78931","Tierra del Fuego"
"Enseñanza privada","2012","158928451.59501","Tierra del Fuego"
"Salud pública","2012","81683497.62406","Tierra del Fuego"
"Salud privada","2012","45872019.13286","Tierra del Fuego"
"Eliminación de desperdicios y aguas residuales, saneamiento y servicios similares","2012","18533335.79471","Tierra del Fuego"
"Asociaciones","2012","7984360.14373","Tierra del Fuego"
"Servicios culturales y deportivos. Otras actividades","2012","39451504.49492","Tierra del Fuego"
"Servicio doméstico","2012","12473913.92864","Tierra del Fuego"
"Agricultura, ganaderia, caza y servicios conexos","2013","18778666.51298","Tierra del Fuego"
"Silvicultura, extracción de madera y servicios conexos","2013","0.00000","Tierra del Fuego"
"Pesca","2013","152092716.59203","Tierra del Fuego"
"Extracción de carbón y lignito; extracción de turba. Extracción de petróleo crudo y gas natural; actividades de servicios relacionadas con la extracción de petróleo y gas, excepto las actividades de prospección.","2013","569670648.70983","Tierra del Fuego"
"Extracción de minerales metalíferos. Explotación de  minas y canteras n.c.p.","2013","35253788.77496","Tierra del Fuego"
"Elaboración de productos alimenticios y bebidas","2013","12542641.90314","Tierra del Fuego"
"Elaboración de productos de tabaco","2013","0.00000","Tierra del Fuego"
"Fabricación de productos textiles","2013","71878928.66346","Tierra del Fuego"
"Fabricación de prendas de vestir; terminación y teñido de pieles","2013","50346527.01569","Tierra del Fuego"
"Curtido y terminación de cueros; fabricación de artículos de marroquinería, talabartería y calzado y de sus partes","2013","0.00000","Tierra del Fuego"
"Producción de madera y fabricación de productos de madera y corcho, excepto muebles; fabricación de artículos de paja y de materiales trenzables","2013","13638374.57771","Tierra del Fuego"
"Fabricación de papel y de  productos de papel","2013","1344082.81253","Tierra del Fuego"
"Edición e impresión; reproducción de grabaciones","2013","16609410.65679","Tierra del Fuego"
"Fabricación de coque, productos de la refinación del petróleo y combustible nuclear","2013","16381497.11366","Tierra del Fuego"
"Fabricación de sustancias y productos químicos","2013","32921005.48849","Tierra del Fuego"
"Fabricación de productos de caucho y plástico","2013","166793126.50543","Tierra del Fuego"
"Fabricación de productos minerales no metálicos","2013","1984903.37902","Tierra del Fuego"
"Fabricación de metales comunes","2013","0.00000","Tierra del Fuego"
"Fabricación de productos elaborados de metal, excepto maquinaria y equipo","2013","2604389.69938","Tierra del Fuego"
"Fabricación de maquinaria y equipo n.c.p.","2013","27444506.64841","Tierra del Fuego"
"Fabricación de maquinaria de oficina, contabilidad e informática","2013","1496395.24151","Tierra del Fuego"
"Fabricación de maquinaria y aparatos eléctricos  n.c.p.","2013","1097972.39758","Tierra del Fuego"
"Fabricación de equipos y aparatos de radio, televisión y comunicaciones","2013","1570879709.40199","Tierra del Fuego"
"Fabricación de instrumentos médicos, ópticos y de precisión; fabricación de relojes","2013","10412243.61002","Tierra del Fuego"
"Fabricación de vehículos automotores, remolques y semirremolques","2013","106710373.53179","Tierra del Fuego"
"Fabricación de equipo de transporte n.c.p.","2013","390052.86029","Tierra del Fuego"
"Fabricación de muebles y colchones; industrias manufactureras n.c.p.","2013","2158209.48720","Tierra del Fuego"
"Reciclamiento","2013","471338.43777","Tierra del Fuego"
"Reparación, mantenimiento e instalación de maquinas y equipos","2013","835774.85483","Tierra del Fuego"
"Generación captación y distribución de energía eléctrica","2013","52083566.15559","Tierra del Fuego"
"Fabricación de gas ; distribución de combustibles gaseosos por tuberías","2013","12208695.65650","Tierra del Fuego"
"Captación , depuración y distribución de agua","2013","10710947.59092","Tierra del Fuego"
"Construcción","2013","178934773.54037","Tierra del Fuego"
"Comercio mayorista, minorista y reparaciones","2013","1161697332.04633","Tierra del Fuego"
"Hoteles; campamentos y otros tipos de hospedaje temporal","2013","60078106.51744","Tierra del Fuego"
"Restaurantes, bares y cantinas","2013","121116331.53075","Tierra del Fuego"
"Transporte","2013","461478913.59921","Tierra del Fuego"
"Comunicaciones","2013","88295079.27584","Tierra del Fuego"
"Intermediación financiera y otros servicios financieros","2013","44033327.17178","Tierra del Fuego"
"Servicios de seguros","2013","11012713.71272","Tierra del Fuego"
"Servicios auxiliares a la actividad financiera","2013","8893396.83332","Tierra del Fuego"
"Propiedad de la vivienda","2013","150354285.04271","Tierra del Fuego"
"Resto","2013","227893727.89456","Tierra del Fuego"
"Administración pública y defensa; Planes de seguridad social de afiliación obligatoria","2013","339477811.12259","Tierra del Fuego"
"Enseñanza pública","2013","232467997.69392","Tierra del Fuego"
"Enseñanza privada","2013","166498841.20497","Tierra del Fuego"
"Salud pública","2013","88314772.59262","Tierra del Fuego"
"Salud privada","2013","50780281.78244","Tierra del Fuego"
"Eliminación de desperdicios y aguas residuales, saneamiento y servicios similares","2013","17322705.30903","Tierra del Fuego"
"Asociaciones","2013","7864243.21467","Tierra del Fuego"
"Servicios culturales y deportivos. Otras actividades","2013","42028605.17282","Tierra del Fuego"
"Servicio doméstico","2013","13012334.01981","Tierra del Fuego"
"Agricultura, ganaderia, caza y servicios conexos","2014","16979406.02359","Tierra del Fuego"
"Silvicultura, extracción de madera y servicios conexos","2014","0.00000","Tierra del Fuego"
"Pesca","2014","145751551.00301","Tierra del Fuego"
"Extracción de carbón y lignito; extracción de turba. Extracción de petróleo crudo y gas natural; actividades de servicios relacionadas con la extracción de petróleo y gas, excepto las actividades de prospección.","2014","539284998.45799","Tierra del Fuego"
"Extracción de minerales metalíferos. Explotación de  minas y canteras n.c.p.","2014","40448779.01190","Tierra del Fuego"
"Elaboración de productos alimenticios y bebidas","2014","13535442.18019","Tierra del Fuego"
"Elaboración de productos de tabaco","2014","0.00000","Tierra del Fuego"
"Fabricación de productos textiles","2014","76374960.56455","Tierra del Fuego"
"Fabricación de prendas de vestir; terminación y teñido de pieles","2014","39446565.27341","Tierra del Fuego"
"Curtido y terminación de cueros; fabricación de artículos de marroquinería, talabartería y calzado y de sus partes","2014","0.00000","Tierra del Fuego"
"Producción de madera y fabricación de productos de madera y corcho, excepto muebles; fabricación de artículos de paja y de materiales trenzables","2014","11546277.74264","Tierra del Fuego"
"Fabricación de papel y de  productos de papel","2014","1442466.51103","Tierra del Fuego"
"Edición e impresión; reproducción de grabaciones","2014","14374073.25024","Tierra del Fuego"
"Fabricación de coque, productos de la refinación del petróleo y combustible nuclear","2014","16755335.93707","Tierra del Fuego"
"Fabricación de sustancias y productos químicos","2014","22432211.01334","Tierra del Fuego"
"Fabricación de productos de caucho y plástico","2014","157052701.68375","Tierra del Fuego"
"Fabricación de productos minerales no metálicos","2014","1778161.17478","Tierra del Fuego"
"Fabricación de metales comunes","2014","0.00000","Tierra del Fuego"
"Fabricación de productos elaborados de metal, excepto maquinaria y equipo","2014","1859560.39589","Tierra del Fuego"
"Fabricación de maquinaria y equipo n.c.p.","2014","21170691.59388","Tierra del Fuego"
"Fabricación de maquinaria de oficina, contabilidad e informática","2014","1880835.43656","Tierra del Fuego"
"Fabricación de maquinaria y aparatos eléctricos  n.c.p.","2014","1181932.75834","Tierra del Fuego"
