"provincia","anio","vab_pb","pob_total","vab_pb_per_capita"
"Tucumán","1986","5395197620.04070","1074799.20236","5019.72611"
"Tucumán","1993","7188564855.30620","1202075.00000","5980.13007"
"Tucumán","2004","7416993102.37229","1397587.04312","5306.99904"
"Tucumán","2005","8198928174.31262","1412529.50197","5804.42969"
"Tucumán","2006","9085140356.99500","1427603.30477","6363.91099"
"Tucumán","2007","9762868608.57173","1442809.11112","6766.56983"
"Tucumán","2008","10285590586.67297","1458147.57100","7053.87492"
"Tucumán","2009","9836831361.94140","1473619.32424","6675.28662"
"Tucumán","2010","10464523426.84797","1489225.00000","7026.82498"
"Tucumán","2011","11355542168.30918","1509932.00000","7520.56528"
"Tucumán","2012","11245132320.09023","1530689.00000","7346.45138"
"Tucumán","2013","11193523602.46602","1551460.00000","7214.83222"
"Tucumán","2014","10953227859.35835","1572205.00000","6966.79368"
"Tucumán","2015","11262964745.42522","1592878.00000","7070.82698"
"Tucumán","2016","11443953751.31911","1613476.00000","7092.73255"
"Tucumán","2017","11819378103.78076","1633992.00000","7233.43695"
"Tucumán","2018","11939291332.57236","1654388.00000","7216.74198"
"Tucumán","2019","12039895081.89735","1674622.00000","7189.61956"
"Tucumán","2020","10853019898.16007","1694656.00000","6404.26134"
"Tucumán","2021","11828717981.48274","1714487.00000","6899.27540"
"Tucumán","2022","11946740835.35627","1734118.00000","6889.23178"
"Tucumán","2023","11621813949.40944","1753523.00000","6627.69405"
